update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,179.935591616915,11,0.0,0.0,0,0,0.0,0.0,0,0,1.9455906301736832,0.06256806012243032,0.011307019158266485,0.000187606742429125,0.013921124795538926,0.0,0.0,0,0
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,109.29249659565276,30,0.07944215089082718,0.21018483292349824,0.0,0.6370248198509216,40.0,85.4956139225867,0.0,246.0,1.943064410239458,0.07125622523017228,0.0018760903112706728,0.002523387217479467,0.011866900774158758,0.07944215089082718,0.21018483292349824,0.0,0.6370248198509216
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,78.2102299523006,56,0.10679752193391323,0.22595590241570082,0.0,0.6370248198509216,85.125,134.12488350414327,0.0,378.0,1.9450670629739761,0.06624975905288011,0.00788224913412705,0.0005527415399910751,0.004765003844635367,0.10679752193391323,0.22595590241570082,0.0,0.6370248198509216
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,215.57484642496635,9,0.21513429656624794,0.37391536436374434,0.0,0.9657851457595825,27.8125,46.5379129715762,0.0,128.0,1.9444529674947262,0.09116570418700576,-0.012080561704351567,0.007969227408466395,0.035691067765957846,0.21513429656624794,0.37391536436374434,0.0,0.9657851457595825
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,112.76145832839697,27,0.27038222923874855,0.4022763483124175,0.0,0.9657851457595825,68.5,76.12407634907632,0.0,233.0,1.944258902221918,0.08191724540665746,0.006027141231243149,0.003018467756191967,0.01069674559802614,0.27038222923874855,0.4022763483124175,0.0,0.9657851457595825
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,77.5794951082595,54,0.42403925210237503,0.42675911101457403,0.0,0.9657851457595825,91.25,73.53698049281056,0.0,233.0,1.9435674622654915,0.08408084639813751,-0.00020747115922858939,0.0044001005499012535,0.031167108195514284,0.42403925210237503,0.42675911101457403,0.0,0.9657851457595825
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,2048,172.22807365041785,11,0.21513429656624794,0.37391536436374434,0.0,0.9657851457595825,27.8125,46.5379129715762,0.0,128.0,1.9444529488682747,0.09116572490893304,-0.012080561340553686,0.007969238344230689,0.03569101625956041,0.21513429656624794,0.37391536436374434,0.0,0.9657851457595825
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,4096,137.57362374198652,26,0.27038222923874855,0.4022763483124175,0.0,0.9657851457595825,68.5,76.12407634907632,0.0,233.0,1.94425917416811,0.08191675040870905,0.006027278701367322,0.003018478761532606,0.01069509900275948,0.27038222923874855,0.4022763483124175,0.0,0.9657851457595825
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
3,6144,65.61515599121465,58,0.42403925210237503,0.42675911101457403,0.0,0.9657851457595825,91.25,73.53698049281056,0.0,233.0,1.943578913807869,0.08399370138067752,-0.00020519599638646469,0.0044049123862350825,0.0313854222166294,0.42403925210237503,0.42675911101457403,0.0,0.9657851457595825
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
4,8192,54.46244788160831,95,0.5423656981438398,0.3878980811883203,0.0,0.9657851457595825,161.75,109.28546335171939,23.0,441.0,1.9420128054916859,0.09857011516578496,0.002663832647158415,0.003080079263781954,0.02307425294009259,0.5423656981438398,0.3878980811883203,0.0,0.9657851457595825
update,frames,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
5,10240,54.57782241064796,133,0.2719834689050913,0.3683987707027538,0.0,0.9226446151733398,399.1875,226.87034258304897,52.0,605.0,1.9447494596242905,0.0828770324587822,0.01764562213793397,0.000796225563135522,0.008738337888178634,0.2719834689050913,0.3683987707027538,0.0,0.9226446151733398
6,12288,140.28296959456983,14,0.22247933596372604,0.3857376195654304,0.0,0.9256198406219482,20.625,33.94826026470282,0.0,110.0,1.9384218081831932,0.11801113514229655,-0.0025881069159368053,0.0066536392441776115,0.047644697225992294,0.22247933596372604,0.3857376195654304,0.0,0.9256198406219482
7,14336,126.8102648893214,30,0.34013429284095764,0.4397185772202564,0.0,0.9509090781211853,71.625,68.75124998863657,0.0,240.0,1.936653956770897,0.1319932071492076,0.015520340035436675,0.006547447712364374,0.03606011836781112,0.34013429284095764,0.4397185772202564,0.0,0.9509090781211853
8,16384,86.30368559129005,54,0.410836772993207,0.43209477565133414,0.0,0.9598346948623657,116.0625,102.05051981126799,23.0,365.0,1.9310801811516285,0.13580976310186088,-0.009253538941266015,0.012155841555795632,0.04219257665594915,0.410836772993207,0.43209477565133414,0.0,0.9598346948623657
9,18432,66.68637041627859,85,0.5989876035600901,0.4240883826050413,0.0,0.9776859283447266,92.125,120.95808933262794,15.0,403.0,1.92996434122324,0.1596331640612334,-0.015288933762349188,0.01315761478326749,0.04576751008451045,0.5989876035600901,0.4240883826050413,0.0,0.9776859283447266
10,20480,56.9839341032503,121,0.338434100151062,0.44435780637438743,0.0,0.980661153793335,273.94736842105266,259.1125489423285,13.0,605.0,1.9251313619315624,0.17890698229894042,0.01245693450619001,0.013644125283462927,0.05059678693352781,0.338434100151062,0.44435780637438743,0.0,0.980661153793335
11,22528,237.75968640061257,8,0.355242770165205,0.4589630502993125,0.0,0.9821487665176392,45.21875,26.83832890545721,9.0,107.0,1.905358012765646,0.27309511275961995,0.0301300448627444,0.028467273281421512,0.06133143466644738,0.355242770165205,0.4589630502993125,0.0,0.9821487665176392
12,24576,137.5797911526071,23,0.5242011000712713,0.4475793433756171,0.0,0.9895867705345154,59.625,48.83118240427934,7.0,190.0,1.9055112041532993,0.2391078262589872,-0.00723963524797,0.023385071457596496,0.045463133222906085,0.5242011000712713,0.4475793433756171,0.0,0.9895867705345154
13,26624,123.27054297356501,40,0.3965189077637412,0.4626608357940523,0.0,0.9851239919662476,54.333333333333336,48.482215837616714,10.0,269.0,1.9127359427511692,0.26353771798312664,0.002628224356158171,0.0305248417716939,0.04658646157288234,0.3965189077637412,0.4626608357940523,0.0,0.9851239919662476
14,28672,117.82905422685253,57,0.26439197006679716,0.4184607720268851,0.0,0.9761983752250671,64.23809523809524,44.81379970490038,16.0,191.0,1.9206551276147366,0.2049735216423869,0.03230752775561996,0.01635072473436594,0.04129481652587462,0.26439197006679716,0.4184607720268851,0.0,0.9761983752250671
15,30720,58.54463227986407,92,0.3040151496728261,0.4320930610128722,0.0,0.9672726988792419,95.08333333333333,116.48315925012032,9.0,605.0,1.9251851476728916,0.19042062247171998,0.025086810914217494,0.016775840587797575,0.03587511944776242,0.3040151496728261,0.4320930610128722,0.0,0.9672726988792419
16,32768,203.61467854461188,10,0.34828512370586395,0.45024412897241134,0.0,0.9732231497764587,50.625,28.644098432312372,9.0,116.0,1.9222909659147263,0.2187877637334168,0.01141140511026606,0.02223250357201323,0.03988290551221099,0.34828512370586395,0.45024412897241134,0.0,0.9732231497764587
17,34816,149.65238903478317,23,0.4185645956742136,0.445794776583715,0.0,0.9628099203109741,77.47368421052632,64.13749081880158,15.0,249.0,1.9241319559514523,0.2062307670712471,-0.005584636870480608,0.015455351618584245,0.03471794389329106,0.4185645956742136,0.445794776583715,0.0,0.9628099203109741
18,36864,106.00449042883227,43,0.5374173559248447,0.42333569864502685,0.0,0.9642975330352783,89.9375,70.509280195943,19.0,249.0,1.9172429628670216,0.19525090185925364,-0.011102344476967119,0.013804754999000579,0.031831461379244426,0.5374173559248447,0.42333569864502685,0.0,0.9642975330352783
19,38912,50.98382189699532,83,0.42053576584520014,0.44227308140871757,0.0,0.9717355370521545,72.79310344827586,66.3285340950348,14.0,275.0,1.9078332483768463,0.21151092369109392,-0.01160597654961748,0.025521415140246972,0.05271159787097013,0.42053576584520014,0.44227308140871757,0.0,0.9717355370521545
20,40960,52.604596444592985,122,0.500241573040302,0.463696536901989,0.0,0.9598346948623657,60.30769230769231,110.54681195374248,17.0,605.0,1.908893659710884,0.19995065219700336,-0.03636469546472654,0.02224013360682875,0.04336921819506334,0.500241573040302,0.463696536901989,0.0,0.9598346948623657
21,43008,171.17823237181582,11,0.46876033312744564,0.469887139035717,0.0,0.9880991578102112,36.361111111111114,25.019051382871524,8.0,99.0,1.8947797827422619,0.2827349090948701,-0.013413345666776877,0.03481392207322642,0.061879592883769985,0.46876033312744564,0.469887139035717,0.0,0.9880991578102112
22,45056,109.19767297605625,30,0.3845454522154548,0.46293551144080775,0.0,0.9836363792419434,42.63636363636363,29.08380595099344,11.0,141.0,1.8998747318983078,0.27508969884365797,0.007734583909041248,0.03932529140729457,0.053856382624981734,0.3845454522154548,0.46293551144080775,0.0,0.9836363792419434
23,47104,86.356515586384,54,0.39173553529239835,0.45643455185403015,0.0,0.9791735410690308,53.45238095238095,48.551986071363984,8.0,302.0,1.9138220362365246,0.30202071741223335,0.0006535340144182555,0.03615838673431426,0.06460210617641088,0.39173553529239835,0.45643455185403015,0.0,0.9791735410690308
24,49152,55.34283038996788,91,0.40750502573477254,0.4675569917155401,0.0,0.9791735410690308,43.24324324324324,30.48916990298793,14.0,127.0,1.9062280468642712,0.2600566688925028,0.005599888201686554,0.03312508389353752,0.042911059248128935,0.40750502573477254,0.4675569917155401,0.0,0.9791735410690308
25,51200,63.76399085215076,123,0.4608443186089799,0.45165506875251715,0.0,0.9568595290184021,57.45945945945946,47.04948205740398,8.0,234.0,1.9179647453129292,0.3180579710751772,-0.020967381104128435,0.028966232435777783,0.05034737923043145,0.4608443186089799,0.45165506875251715,0.0,0.9568595290184021
26,53248,262.0570608426385,7,0.5519314364150718,0.45850443280045816,0.0,0.9895867705345154,48.74074074074074,27.142412612261758,7.0,109.0,1.9095946103334427,0.30024637933820486,-0.015114723028091248,0.027268831618130207,0.04798987749798246,0.5519314364150718,0.45850443280045816,0.0,0.9895867705345154
27,55296,95.23504923068674,29,0.34335819395577033,0.4525077846715846,0.0,0.9895867705345154,47.707317073170735,41.215225639431125,7.0,201.0,1.9124171137809753,0.24138738494366407,0.03093055050703697,0.03472980862716213,0.05511818294969849,0.34335819395577033,0.4525077846715846,0.0,0.9895867705345154
28,57344,80.92596392718887,54,0.47959736982981366,0.4679180672237796,0.0,0.9672726988792419,43.256410256410255,24.805621725024814,13.0,111.0,1.912861481308937,0.2852258086204529,-0.027597045074799098,0.035878471622709185,0.05779642441356653,0.47959736982981366,0.4679180672237796,0.0,0.9672726988792419
29,59392,81.35175977034498,79,0.3991735568817924,0.4561107781888787,0.0,0.9791735410690308,58.76470588235294,56.62781421316343,14.0,346.0,1.905757911503315,0.26539653493091464,0.012622263020602986,0.029237165465019643,0.03862880156035411,0.3991735568817924,0.4561107781888787,0.0,0.9791735410690308
30,61440,48.88678920585589,121,0.4525826446712017,0.46550838194952027,0.0,0.9776859283447266,52.075,76.26283088766114,9.0,503.0,1.9043347090482712,0.285766176879406,-0.011867272609379143,0.035830540757160634,0.04517388283641782,0.4525826446712017,0.46550838194952027,0.0,0.9776859283447266
